연번 ,구분 ,관리기관명,운영노선명 ,역명,소재지도로명주소 ,소재지지번주소 ,위도 ,경도 ,지상 또는 지하 구분,역층,게이트 내외 구분,(근접) 출입구 번호,상세위치 ,전화번호 ,개방시간 ,화장실 설치장소 유형,오물처리방식 ,남녀공용화장실여부 ,남성용-대변기수 ,남성용-소변기수 ,남성용-장애인용대변기수 ,남성용-장애인용소변기수 ,남성용-어린이용대변기수 ,남성용-어린이용소변기수 ,여성용-대변기수 ,여성용-장애인용대변기수 ,여성용-어린이용대변기수 ,비상벨 설치유무 ,화장실입구cctv설치유무 ,기저귀교환대설치유무-남자화장실 ,기저귀교환대설치유무-남자장애인화장실 ,기저귀교환대설치유무-여자화장실 ,기저귀교환대설치유무-여자장애인화장실 ,리모델링 연도,데이터기준일자
276,공중화장실,서울교통공사,7호선,신풍,서울특별시 영등포구 신풍로 지하27(신길동),서울특별시 영등포구 신길동 3599 신풍역(7호선),37.50013,126.90678,지하,1,외부,5,대합실 1층 5번출구방향, 02-6311-7431 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,3,5,1,,,,5,1,,Y,Y,Y,N,Y,N, 2008이전 ,2025-03-13
277,공중화장실,서울교통공사,7호선,대림,서울특별시 구로구 도림천로 351(구로동),서울특별시 구로구 구로동 1204 대림역(2호선),37.492981,126.893984,지하,1,외부,9 또는10,대합실 1층, 02-6311-7441 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,3,5,1,,1,,8,1,1,Y,Y,N,Y,N,Y,2021,2025-03-13
278,공중화장실,서울교통공사,7호선,남구로,서울특별시 구로구 도림로 지하7(구로동) ,서울특별시 구로구 구로동 801-95 남구로역(7호선),37.486051,126.885062,지하,1,외부,2 또는3 또는4 또는5,"대합실 1층 2~5번출구 방향(E/S 7,8호기 옆)", 02-6311-7451 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,4,4,1,,,,8,1,,Y,Y,Y,N,Y,N, 2008이전 ,2025-03-13
279,공중화장실,서울교통공사,7호선,가산디지털단지,서울특별시 금천구 벚꽃로 309(가산동),서울특별시 금천구 가산동 468-4 가산디지털단지역(7호선),37.48039597,126.8826618,지하,1,외부,4,대합실 1층 4번출구 방향, 02-6311-7461 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,4,5,1,,1,,9,1,1,Y,Y,N,Y,N,Y,2019,2025-03-13
280,공중화장실,서울교통공사,7호선,철산,경기도 광명시 철산로 지하13(철산동),경기도 광명시 철산동 526 철산역(7호선),37.47619284,126.868211,지하,1,외부,3,대합실 1층 3번 출구 방향, 02-6311-7471 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,3,5,1,,1,,8,1,1,Y,Y,N,Y,N,Y,2019,2025-03-13
281,공중화장실,서울교통공사,7호선,광명사거리,경기도 광명시 오리로 지하980(광명동),경기도 광명시 광명동 158-211 광명사거리역(7호선),37.479307,126.852486,지하,2,외부,4 또는5,대합실 2층 연결통로( 가-ⓘ센터와 나-ⓘ센터 중간지점), 02-6311-7481 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,3,6,1,,,,9,1,,Y,Y,Y,N,Y,N, 2008이전 ,2025-03-13
282,공중화장실,서울교통공사,7호선,천왕,서울특별시 구로구 오리로 지하1154(천왕동),서울특별시 구로구 천왕동 14-25 천왕역(7호선),37.486686,126.836492,지하,1,외부,2,대합실 1층 2번 출구 방향, 02-6311-7491 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,2,3,1,,,,6,1,,Y,Y,Y,N,Y,N,2018,2025-03-13
283,공중화장실,서울교통공사,7호선,온수,서울특별시 구로구 경인로3길 지하64(온수동),서울특별시 구로구 온수동 119 온수역(7호선),37.492151,126.821446,지하,1,외부,4,대합실 1층 4번출구 방향, 02-6311-7551 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,3,3,1,,1,,6,1,1,Y,Y,N,Y,N,Y,2021,2025-03-13
284,공중화장실,서울교통공사,8호선,암사역사공원역,서울특별시 강동구 아리수로 27번길2(암사동),서울특별시 강동구 암사동 387 암사역사공원역(8호선),37.557155,127.13732,지하,1,외부,3,대합실 B1층 3번 출구 방향, 02-6311-8091, 05:00~24:00 ,역사 내 화장실, 수세식 ,N,3,3,1,,1,,8,1,1,Y,Y,N,Y,N,Y,2024,2025-03-13
285,공중화장실,서울교통공사,8호선,암사,서울특별시 강동구 올림픽로 지하776(암사동),서울특별시 강동구 암사동 501 암사역(8호선),37.550646,127.125659,지하,1,외부,2,대합실 B1층 2번 출구 방향, 02-6311-8101 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,4,3,1,,,,10,1,,Y,Y,N,Y,N,Y,2022,2025-03-13
286,공중화장실,서울교통공사,8호선,강동구청,서울특별시 강동구 올림픽로 지하550(성내동),서울특별시 강동구 성내동 319 강동구청역(8호선),37.538374,127.115484,지하,2,외부,4 또는5,대합실 B2층 게이트 옆, 02-6311-8121 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,3,4,1,,,,7,1,,Y,Y,N,Y,N,Y,2021,2025-03-13
287,공중화장실,서울교통공사,8호선,몽촌토성,서울특별시 송파구 올림픽로 지하383(신천동),서울특별시 송파구 신천동 19 몽촌토성역(8호선),37.517641,127.110551,지하,1,외부,1 또는2 또는3,"대합실 B1층 1,2,3번 출구 방향", 02-6311-8131 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,3,3,1,,1,,6,1,,Y,Y,N,Y,N,Y,2010,2025-03-13
288,공중화장실,서울교통공사,8호선,잠실,서울특별시 송파구 올림픽로 지하265(신천동),서울특별시 송파구 신천동 8 잠실역(2호선),37.513152,127.101221,지하,1,외부,11,B1층 11번 출구 옆, 02-6311-8141 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,4,6,1,,1,,14,1,1,Y,Y,N,Y,N,Y,2014,2025-03-13
289,공중화장실,서울교통공사,8호선,석촌,서울특별시 송파구 송파대로 지하439(석촌동),서울특별시 송파구 석촌동 209 석촌역(8호선),37.50541412,127.1070041,지하,1,외부,7 또는8,대합실 B1층 게이트 옆, 02-6311-8151 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,3,3,1,,,,6,1,,Y,Y,N,Y,N,Y,2009,2025-03-13
290,공중화장실,서울교통공사,8호선,송파,서울특별시 송파구 송파대로 지하354(가락동),서울특별시 송파구 가락동 459-4 송파역(8호선),37.49971495,127.1121935,지하,1,외부,1,대합실 B1층 1번출구 방향, 02-6311-8161 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,3,5,1,,1,,8,1,1,Y,Y,N,Y,N,Y,2015,2025-03-13
291,공중화장실,서울교통공사,8호선,가락시장,서울특별시 송파구 송파대로 지하257(가락동),서울특별시 송파구 가락동 184-23 가락시장역(3호선),37.49309925,127.1182628,지하,1,외부, 2-1, B1층 대합실과 가락몰 연결통로 사이, 02-6311-8171 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,5,7,1,,1,1,16,1,1,Y,Y,Y,N,Y,N,2015,2025-03-13
292,공중화장실,서울교통공사,8호선,문정,서울특별시 송파구 송파대로 지하179(문정동),서울특별시 송파구 문정동 119-4 문정역(8호선),37.495002,127.103639,지하,1,외부,2,대합실 B1층 2번출구 방향, 02-6311-8181 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,3,5,1,,1,,8,1,1,Y,Y,N,Y,N,Y,2015,2025-03-13
293,공중화장실,서울교통공사,8호선,문정,서울특별시 송파구 송파대로 지하179(문정동),서울특별시 송파구 문정동 119-4 문정역(8호선),37.495002,127.103639,지하,1,외부,4,대합실 B1층 4번출구 방향, 02-6311-8181 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,3,3,1,,,,6,1,1,Y,Y,N,Y,N,Y,2023,2025-03-13
294,공중화장실,서울교통공사,8호선,장지,서울특별시 송파구 송파대로 지하82(장지동),서울특별시 송파구 장지동 201-5 장지역(8호선),37.482299,127.124225,지하,1,외부,3 또는4,"대합실 B1층 3,4번출구 방면 ", 02-6311-8191 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,6,10,1,,,,17,1,1,Y,Y,Y,N,Y,N,2009,2025-03-13
295,공중화장실,서울교통공사,8호선,복정,서울특별시 송파구 송파대로 지하6(장지동),서울특별시 송파구 장지동 596-21 복정역(8호선),37.47074187,127.126724,지하,1,외부,1,대합실 지하1층 아이센터 근처, 02-6311-8201 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,5,7,1,,1,,13,1,1,Y,Y,Y,N,N,Y,2015,2025-03-13
296,공중화장실,서울교통공사,8호선,남위례,경기도 성남시 수정구 공원로 601(복정동),경기도 성남시 수정구 복정동 57 남위례역(8호선),37.46272308,127.139351,지상,2,외부,1,대합실 지상2층 주출입구 근처, 02-6311-8211 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,6,6,1,,1,,14,1,1,Y,Y,Y,Y,Y,Y,2021,2025-03-13
297,공중화장실,서울교통공사,8호선,산성,경기도 성남시 수정구 수정로 지하365(신흥동),경기도 성남시 수정구 신흥동 7 산성역(8호선),37.470375,127.11793,지하,1,외부,1 또는2,"B1층 1,2번 출구 계단 오른쪽", 02-6311-8211 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,3,3,1,,1,,6,1,1,Y,Y,Y,N,N,Y,2013,2025-03-13
298,공중화장실,서울교통공사,8호선,남한산성입구,경기도 성남시 수정구 산성대로 지하445(단대동),경기도 성남시 수정구 단대동 96 남한산성입구역(8호선),37.451541,127.157632,지하,2,외부,1 또는2,대합실 지하2층 에스컬레이터 근처, 02-6311-8221 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,3,5,1,,,,8,1,,Y,Y,N,Y,N,Y,2009,2025-03-13
299,공중화장실,서울교통공사,8호선,단대오거리,경기도 성남시 수정구 산성대로 지하365(신흥동),경기도 성남시 수정구 신흥동 2467 단대오거리역(8호선),37.445163,127.154033,지하,1,외부,6 또는7,대합실 지하1층 2호기E/V 옆, 02-6311-8231 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,3,4,1,,1,,7,1,1,Y,Y,N,Y,N,Y,2009,2025-03-13
300,공중화장실,서울교통공사,8호선,신흥,경기도 성남시 수정구 산성대로 지하280(신흥동),경기도 성남시 수정구 신흥동 2467 신흥역(8호선),37.440749,127.144161,지하,1,외부,1 또는2,"B1층 대합실 1,2번 출구방면", 02-6311-8241 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,4,5,1,,,,9,1,,Y,Y,N,Y,N,Y, 2008이전 ,2025-03-13
301,공중화장실,서울교통공사,8호선,수진,경기도 성남시 수정구 산성대로 지하200(수진동),경기도 성남시 수정구 수진동 2205-1 수진역(8호선),37.437611,127.138831,지하,1,외부,1 또는2,대합실 지하1층 편의점 옆, 02-6311-8251 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,3,5,1,,,,10,1,,Y,Y,Y,N,N,Y,2012,2025-03-13
302,공중화장실,서울교통공사,8호선,모란,경기도 성남시 수정구 산성대로 지하100(수진동),경기도 성남시 수정구 수진동 4518 모란역(8호선),37.433072,127.127123,지하,2,외부,10 또는11,B2층 대합실 상행 E/S 옆, 02-6311-8261 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,5,5,1,,,,10,1,,Y,Y, Y ,N,N,Y,2013,2025-03-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  -  ,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  -  ,,,,,,,,,,,,,
